gheight	real_height	real_gender	real_entry
-0.490165998865039	159.333210971957	2	FALSE
-0.452926540709039	155.504671366564	2	FALSE
0.00664126783334932	161.144126100358	2	FALSE
-0.123721494449908	153.011610110783	2	FALSE
0.697032453987086	166.823247857257	2	FALSE
-0.109446431336911	160.769387784017	2	FALSE
0.35515431057951	163.759654383766	2	FALSE
1.66953948017288	172.900545278172	2	FALSE
1.18379332641694	179.768275192296	2	FALSE
-0.463757011924974	157.213297218797	2	FALSE
0.202360445709042	166.458749060913	2	FALSE
0.91435051243045	159.154059881178	2	FALSE
-0.816090234058343	151.689149097405	2	FALSE
0.0389286611963454	146.183992839016	2	FALSE
-1.0927402482663	164.333241628275	2	FALSE
0.610767171456223	159.570533088332	2	FALSE
-0.251839239882179	162.244330301532	2	FALSE
0.319502679959785	158.491448308326	2	FALSE
-0.140388593624583	155.807116274132	2	FALSE
0.466133205257051	159.962241571119	2	FALSE
0.574597306500731	160.273680060247	2	FALSE
0.690030479515072	153.648807896324	2	FALSE
-0.311962215187388	157.314180723923	2	FALSE
0.506351328916012	154.988444380927	2	FALSE
0.507177018969959	175.570360849261	2	FALSE
0.907255400000327	175.852122644375	2	FALSE
0.576427566004937	160.769691023378	2	FALSE
-0.0909649946813105	158.795072232254	2	FALSE
1.21683317592049	167.40654682243	2	FALSE
-0.0851365625303387	162.169781809727	2	FALSE
-1.3350212516812	139.261975184596	2	FALSE
-1.0535012716226	158.042730539638	2	FALSE
0.0653833707972699	151.915343087095	2	FALSE
-1.36556953514952	151.935558253598	2	FALSE
0.213332447281413	176.466740009943	2	FALSE
0.288419901818491	163.892758804705	2	FALSE
-0.439986986474999	158.793769874884	2	FALSE
-1.12043364978597	150.287161516538	2	FALSE
0.664093345430839	159.397842383846	2	FALSE
0.439187224958636	152.859460829675	2	FALSE
-1.21444008041218	152.17522718274	2	FALSE
-0.447329349681053	161.58830291038	2	FALSE
0.552000291755199	161.008950079485	2	FALSE
0.773322753361396	175.546290126404	2	FALSE
0.0158328312075732	165.502112918756	2	FALSE
0.316137949554071	160.006947524105	2	FALSE
0.959765990990465	166.662350207255	2	FALSE
1.43661501428414	176.301388930187	2	FALSE
-0.113105968049927	165.593842424995	2	FALSE
0.587833916565938	171.102531073081	2	FALSE
-0.911418145720552	152.971903385384	2	FALSE
-0.353573092428322	160.420324010245	2	FALSE
-0.823696808688831	156.985750418245	2	FALSE
-0.646310874403434	160.204372625565	2	FALSE
0.00208583425844966	158.783962160374	2	FALSE
0.512619395006109	175.645084472392	2	FALSE
-0.679807586996973	169.25458654514	2	FALSE
-1.07414686556286	156.865246875533	2	FALSE
-0.887263888940455	150.467401051211	2	FALSE
0.746942722287122	157.082825929133	2	FALSE
0.786801534747348	169.843525990556	2	FALSE
-0.566267249829524	159.40225285994	2	FALSE
0.0253957847271242	163.147408707351	2	FALSE
-0.573250211708903	166.123613532456	2	FALSE
-0.752593607407397	168.580110238661	2	FALSE
0.0145739900609214	167.164657906182	2	FALSE
-1.25555388537142	146.255983712313	2	FALSE
-0.159413433597967	171.554777087888	2	FALSE
0.697817721333726	165.436317710996	2	FALSE
-0.766665739843292	164.305742920513	2	FALSE
-1.07912031099756	165.036886571009	2	FALSE
-0.869176579006075	155.085654595314	2	FALSE
-0.1606813007086	168.071845705307	2	FALSE
0.448504088143106	169.801974463672	2	FALSE
1.33276469581447	171.31212019637	2	FALSE
0.662628551797949	159.385389133087	2	FALSE
2.3323236494804	173.37073663617	2	FALSE
1.01372670336541	160.178716416326	2	FALSE
0.036961036650485	161.244406776388	2	FALSE
0.369237748736648	168.171594747963	2	FALSE
-0.627038384791083	149.07128882761	2	FALSE
0.261570088992099	161.996443463308	2	FALSE
-0.0243041250711043	166.121797065503	2	FALSE
-0.0678030112913002	159.938790074877	2	FALSE
-1.00545671483905	162.076519619861	2	FALSE
0.278409367789967	153.772291880392	2	FALSE
-0.581361235068377	167.07710523601	2	FALSE
1.46805108598657	181.209110222597	2	FALSE
1.03315649442779	178.115892237469	2	FALSE
-0.450321392999602	181.024533167841	2	FALSE
-0.0808656912206117	149.097018838948	2	FALSE
0.55218616950376	165.344086632794	2	FALSE
0.997926551476948	169.144604629494	2	FALSE
-0.711801750645995	162.503868577394	2	FALSE
0.466117637813945	160.145351709788	2	FALSE
-0.802233317722817	162.28587132138	2	FALSE
0.114227569176784	159.316636429305	2	FALSE
-0.828400170172671	151.721867604194	2	FALSE
-0.167437208971048	158.012569402587	2	FALSE
0.39471723056613	178.501040693721	2	FALSE
0.255139681567894	168.836327095727	2	FALSE
0.360795069546567	160.324800992799	2	FALSE
1.2816757647493	166.492512279121	2	FALSE
-0.563302285859708	162.867424108711	2	FALSE
-0.765821933431831	160.135580531943	2	FALSE
-0.553300407242027	155.903916813954	2	FALSE
0.16720158925864	162.237057075304	2	FALSE
0.53005388278058	167.629021563138	2	FALSE
0.0190310685725478	155.748763415564	2	FALSE
-2.20108123499354	154.157097202615	2	FALSE
0.584601198137417	161.138612176186	2	FALSE
-0.370854387537991	152.659554168197	2	FALSE
-0.0177474595024711	150.52745532545	2	FALSE
-0.652809461965789	151.987033651355	2	FALSE
1.53039487139757	166.699370107923	2	FALSE
0.34630967191716	164.131842015946	2	FALSE
-1.98138439012614	164.49562174381	2	FALSE
-0.68975825706006	175.120854897205	2	FALSE
-0.571781814697101	160.988677494593	2	FALSE
-1.41648439201176	166.150654227679	2	FALSE
0.0157913127936528	162.087553678464	2	FALSE
0.452758981539174	178.847008821915	2	FALSE
-0.102243533283701	164.877484459075	2	FALSE
-0.567114219639147	164.184862926582	2	FALSE
-0.890842313056177	160.725505473499	2	FALSE
0.785185820130704	170.003299388934	2	FALSE
1.27136784003327	182.484421261755	2	FALSE
-1.09317674834943	141.523306166461	2	FALSE
0.37438193609036	167.176268196929	2	FALSE
-1.41438154715677	145.718844563231	2	FALSE
0.663036409399336	173.778559171344	2	FALSE
-0.0583533155129624	145.045607650619	2	FALSE
-1.1961209479195	151.422667276494	2	FALSE
-0.722435545996486	164.390362865576	2	FALSE
0.533055995337561	159.80584227386	2	FALSE
-0.219328612964501	167.094970841512	2	FALSE
-1.33356071603997	157.453868221873	2	FALSE
0.0152149239043812	149.876616293608	2	FALSE
0.493433302854912	167.371945135125	2	FALSE
-1.40698501998798	151.274003217739	2	FALSE
-0.565655007310248	155.123537351241	2	FALSE
1.63679956112677	165.444421650686	2	FALSE
0.170510156873739	169.806195660315	2	FALSE
0.66706010504252	173.280754698678	2	FALSE
0.168604367020308	165.055239415879	2	FALSE
-0.730678211363278	160.583538534709	2	FALSE
1.04367710797053	168.54521331061	2	FALSE
-0.790840179854442	171.395087759372	2	FALSE
-0.248885096215379	154.427121823127	2	FALSE
-0.270676456076043	148.969534062416	2	FALSE
-0.461234341279562	153.009085332617	2	FALSE
0.924734023021025	168.65185263162	2	FALSE
1.67963560605794	170.855628861123	2	FALSE
1.46100865510738	180.613550433358	2	FALSE
-0.846746478423641	148.497678544222	2	FALSE
0.138220014535738	175.289757341163	2	FALSE
0.0844714248779924	152.64566524449	2	FALSE
-2.35934793616589	144.804944127877	2	FALSE
-0.164195371732424	158.660404754047	2	FALSE
0.323494992390672	165.800510466642	2	FALSE
-0.748299382254068	165.853585072262	2	FALSE
1.29830127665118	171.211601562275	2	FALSE
0.286872038453092	158.089554766668	2	FALSE
0.421107036176637	158.111069073325	2	FALSE
-0.680349102484899	165.839192754305	2	FALSE
0.426839653885733	164.688292881133	2	FALSE
0.88589802890349	163.885709594415	2	FALSE
-0.00969824715694156	172.407027995819	2	FALSE
-0.257508668542803	167.500394930953	2	FALSE
0.710896567445185	173.243930885641	2	FALSE
-0.627124167317573	157.521516572732	2	FALSE
-0.604904128204815	151.179121797716	2	FALSE
0.475358198994174	160.018254624672	2	FALSE
0.436277901708228	170.537780993223	2	FALSE
-0.218842651547534	152.845353972857	2	FALSE
0.453730113668427	160.529698907496	2	FALSE
-0.520975819139989	156.321470005962	2	FALSE
0.570307195710789	161.200886486262	2	FALSE
0.541635151862375	169.658589830798	2	FALSE
-0.232576674623626	154.792169219309	2	FALSE
-0.209468164369104	160.518720355486	2	FALSE
0.689174897479207	161.359669799308	2	FALSE
